"stage","category","dataset","group_id","sample_id","new_filename","source_relative_path","size_bytes"
"Stage1","DenoisingTriptych","PKU37","pku_0023","pku_0023_f01","Stage1_PKU37_pku_0023_pku_0023_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0023\pku_0023_f01\noisy_clean_denoised_triptych.png","2311573"
"Stage1","DenoisingTriptych","PKU37","pku_0023","pku_0023_f25","Stage1_PKU37_pku_0023_pku_0023_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0023\pku_0023_f25\noisy_clean_denoised_triptych.png","2311543"
"Stage1","DenoisingTriptych","PKU37","pku_0023","pku_0023_f50","Stage1_PKU37_pku_0023_pku_0023_f50_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0023\pku_0023_f50\noisy_clean_denoised_triptych.png","2313235"
"Stage1","DenoisingTriptych","PKU37","pku_0030","pku_0030_f01","Stage1_PKU37_pku_0030_pku_0030_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0030\pku_0030_f01\noisy_clean_denoised_triptych.png","2281123"
"Stage1","DenoisingTriptych","PKU37","pku_0030","pku_0030_f25","Stage1_PKU37_pku_0030_pku_0030_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0030\pku_0030_f25\noisy_clean_denoised_triptych.png","2282921"
"Stage1","DenoisingTriptych","PKU37","pku_0030","pku_0030_f50","Stage1_PKU37_pku_0030_pku_0030_f50_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0030\pku_0030_f50\noisy_clean_denoised_triptych.png","2277290"
"Stage1","DenoisingTriptych","PKU37","pku_0032","pku_0032_f01","Stage1_PKU37_pku_0032_pku_0032_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0032\pku_0032_f01\noisy_clean_denoised_triptych.png","2318794"
"Stage1","DenoisingTriptych","PKU37","pku_0032","pku_0032_f25","Stage1_PKU37_pku_0032_pku_0032_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0032\pku_0032_f25\noisy_clean_denoised_triptych.png","2317808"
"Stage1","DenoisingTriptych","PKU37","pku_0032","pku_0032_f50","Stage1_PKU37_pku_0032_pku_0032_f50_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0032\pku_0032_f50\noisy_clean_denoised_triptych.png","2316958"
"Stage1","DenoisingTriptych","PKU37","pku_0033","pku_0033_f01","Stage1_PKU37_pku_0033_pku_0033_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0033\pku_0033_f01\noisy_clean_denoised_triptych.png","2330275"
"Stage1","DenoisingTriptych","PKU37","pku_0033","pku_0033_f25","Stage1_PKU37_pku_0033_pku_0033_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0033\pku_0033_f25\noisy_clean_denoised_triptych.png","2326331"
"Stage1","DenoisingTriptych","PKU37","pku_0033","pku_0033_f33","Stage1_PKU37_pku_0033_pku_0033_f33_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0033\pku_0033_f33\noisy_clean_denoised_triptych.png","2322847"
"Stage1","DenoisingTriptych","PKU37","pku_0034","pku_0034_f01","Stage1_PKU37_pku_0034_pku_0034_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0034\pku_0034_f01\noisy_clean_denoised_triptych.png","2296567"
"Stage1","DenoisingTriptych","PKU37","pku_0034","pku_0034_f25","Stage1_PKU37_pku_0034_pku_0034_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0034\pku_0034_f25\noisy_clean_denoised_triptych.png","2295754"
"Stage1","DenoisingTriptych","PKU37","pku_0034","pku_0034_f43","Stage1_PKU37_pku_0034_pku_0034_f43_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0034\pku_0034_f43\noisy_clean_denoised_triptych.png","2296080"
"Stage1","DenoisingTriptych","PKU37","pku_0035","pku_0035_f01","Stage1_PKU37_pku_0035_pku_0035_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0035\pku_0035_f01\noisy_clean_denoised_triptych.png","2280555"
"Stage1","DenoisingTriptych","PKU37","pku_0035","pku_0035_f25","Stage1_PKU37_pku_0035_pku_0035_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0035\pku_0035_f25\noisy_clean_denoised_triptych.png","2281100"
"Stage1","DenoisingTriptych","PKU37","pku_0035","pku_0035_f43","Stage1_PKU37_pku_0035_pku_0035_f43_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0035\pku_0035_f43\noisy_clean_denoised_triptych.png","2281517"
"Stage1","DenoisingTriptych","PKU37","pku_0036","pku_0036_f01","Stage1_PKU37_pku_0036_pku_0036_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0036\pku_0036_f01\noisy_clean_denoised_triptych.png","2271708"
"Stage1","DenoisingTriptych","PKU37","pku_0036","pku_0036_f25","Stage1_PKU37_pku_0036_pku_0036_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0036\pku_0036_f25\noisy_clean_denoised_triptych.png","2272104"
"Stage1","DenoisingTriptych","PKU37","pku_0036","pku_0036_f50","Stage1_PKU37_pku_0036_pku_0036_f50_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0036\pku_0036_f50\noisy_clean_denoised_triptych.png","2274134"
"Stage1","DenoisingTriptych","PKU37","pku_0040","pku_0040_f01","Stage1_PKU37_pku_0040_pku_0040_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0040\pku_0040_f01\noisy_clean_denoised_triptych.png","2318481"
"Stage1","DenoisingTriptych","PKU37","pku_0040","pku_0040_f25","Stage1_PKU37_pku_0040_pku_0040_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0040\pku_0040_f25\noisy_clean_denoised_triptych.png","2318616"
"Stage1","DenoisingTriptych","PKU37","pku_0040","pku_0040_f41","Stage1_PKU37_pku_0040_pku_0040_f41_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0040\pku_0040_f41\noisy_clean_denoised_triptych.png","2314038"
"Stage1","DenoisingTriptych","PKU37","pku_0041","pku_0041_f02","Stage1_PKU37_pku_0041_pku_0041_f02_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0041\pku_0041_f02\noisy_clean_denoised_triptych.png","2300747"
"Stage1","DenoisingTriptych","PKU37","pku_0041","pku_0041_f25","Stage1_PKU37_pku_0041_pku_0041_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0041\pku_0041_f25\noisy_clean_denoised_triptych.png","2291254"
"Stage1","DenoisingTriptych","PKU37","pku_0041","pku_0041_f50","Stage1_PKU37_pku_0041_pku_0041_f50_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0041\pku_0041_f50\noisy_clean_denoised_triptych.png","2293343"
"Stage1","DenoisingTriptych","PKU37","pku_0045","pku_0045_f01","Stage1_PKU37_pku_0045_pku_0045_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0045\pku_0045_f01\noisy_clean_denoised_triptych.png","2280921"
"Stage1","DenoisingTriptych","PKU37","pku_0045","pku_0045_f25","Stage1_PKU37_pku_0045_pku_0045_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0045\pku_0045_f25\noisy_clean_denoised_triptych.png","2278283"
"Stage1","DenoisingTriptych","PKU37","pku_0045","pku_0045_f41","Stage1_PKU37_pku_0045_pku_0045_f41_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0045\pku_0045_f41\noisy_clean_denoised_triptych.png","2278146"
"Stage1","DenoisingTriptych","PKU37","pku_0046","pku_0046_f01","Stage1_PKU37_pku_0046_pku_0046_f01_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0046\pku_0046_f01\noisy_clean_denoised_triptych.png","2295084"
"Stage1","DenoisingTriptych","PKU37","pku_0046","pku_0046_f25","Stage1_PKU37_pku_0046_pku_0046_f25_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0046\pku_0046_f25\noisy_clean_denoised_triptych.png","2292402"
"Stage1","DenoisingTriptych","PKU37","pku_0046","pku_0046_f45","Stage1_PKU37_pku_0046_pku_0046_f45_Noisy-Clean-Denoised.png","presentation_archive_20260901_131730\stage1_denoising\PKU37\all_positions\pku_0046\pku_0046_f45\noisy_clean_denoised_triptych.png","2287698"
"Stage2","JointInteraction","Duke17","","duke17_11","JointInteraction_Duke17_duke17_11_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\Duke17_duke17_11.png","500219"
"Stage2","JointInteraction","Duke17","","duke17_13","JointInteraction_Duke17_duke17_13_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\Duke17_duke17_13.png","504524"
"Stage2","JointInteraction","Duke28","","duke28_ll10","JointInteraction_Duke28_duke28_ll10_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\Duke28_duke28_ll10.png","492358"
"Stage2","JointInteraction","Duke28","","duke28_ll9","JointInteraction_Duke28_duke28_ll9_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\Duke28_duke28_ll9.png","500216"
"Stage2","JointInteraction","PKU37","","pku_0006_f01","JointInteraction_PKU37_pku_0006_f01_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\PKU37_pku_0006_f01.png","855707"
"Stage2","JointInteraction","PKU37","","pku_0006_f02","JointInteraction_PKU37_pku_0006_f02_B0-J00-J10-J01-J11.png","interaction_factorial_report\atlas\PKU37_pku_0006_f02.png","853660"
"Stage2","Postprocessing","PKU37","pku_0006","pku_0006_f01","Stage2_Postprocess_PKU37_pku_0006_pku_0006_f01_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0006\pku_0006_f01\postprocessing_contact.png","5029653"
"Stage2","Postprocessing","PKU37","pku_0006","pku_0006_f25","Stage2_Postprocess_PKU37_pku_0006_pku_0006_f25_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0006\pku_0006_f25\postprocessing_contact.png","5027195"
"Stage2","Postprocessing","PKU37","pku_0006","pku_0006_f50","Stage2_Postprocess_PKU37_pku_0006_pku_0006_f50_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0006\pku_0006_f50\postprocessing_contact.png","5014890"
"Stage2","Postprocessing","PKU37","pku_0012","pku_0012_f01","Stage2_Postprocess_PKU37_pku_0012_pku_0012_f01_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0012\pku_0012_f01\postprocessing_contact.png","5103881"
"Stage2","Postprocessing","PKU37","pku_0012","pku_0012_f25","Stage2_Postprocess_PKU37_pku_0012_pku_0012_f25_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0012\pku_0012_f25\postprocessing_contact.png","5108690"
"Stage2","Postprocessing","PKU37","pku_0012","pku_0012_f50","Stage2_Postprocess_PKU37_pku_0012_pku_0012_f50_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0012\pku_0012_f50\postprocessing_contact.png","5098422"
"Stage2","Postprocessing","PKU37","pku_0040","pku_0040_f01","Stage2_Postprocess_PKU37_pku_0040_pku_0040_f01_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0040\pku_0040_f01\postprocessing_contact.png","5142061"
"Stage2","Postprocessing","PKU37","pku_0040","pku_0040_f25","Stage2_Postprocess_PKU37_pku_0040_pku_0040_f25_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0040\pku_0040_f25\postprocessing_contact.png","5137570"
"Stage2","Postprocessing","PKU37","pku_0040","pku_0040_f41","Stage2_Postprocess_PKU37_pku_0040_pku_0040_f41_P0-P1-P2a-P2b-P3-Oracle.png","presentation_archive_20260901_131730\postprocessing\pku_0040\pku_0040_f41\postprocessing_contact.png","5139777"
"Stage2","Stage2Ablation","PKU37","pku_0006","pku_0006_f01","Stage2_Ablation_PKU37_pku_0006_pku_0006_f01_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0006_pku_0006_f01.png","3380232"
"Stage2","Stage2Ablation","PKU37","pku_0006","pku_0006_f25","Stage2_Ablation_PKU37_pku_0006_pku_0006_f25_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0006_pku_0006_f25.png","3377875"
"Stage2","Stage2Ablation","PKU37","pku_0006","pku_0006_f50","Stage2_Ablation_PKU37_pku_0006_pku_0006_f50_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0006_pku_0006_f50.png","3369470"
"Stage2","Stage2Ablation","PKU37","pku_0012","pku_0012_f01","Stage2_Ablation_PKU37_pku_0012_pku_0012_f01_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0012_pku_0012_f01.png","3430539"
"Stage2","Stage2Ablation","PKU37","pku_0012","pku_0012_f25","Stage2_Ablation_PKU37_pku_0012_pku_0012_f25_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0012_pku_0012_f25.png","3435239"
"Stage2","Stage2Ablation","PKU37","pku_0012","pku_0012_f50","Stage2_Ablation_PKU37_pku_0012_pku_0012_f50_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0012_pku_0012_f50.png","3427820"
"Stage2","Stage2Ablation","PKU37","pku_0040","pku_0040_f01","Stage2_Ablation_PKU37_pku_0040_pku_0040_f01_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0040_pku_0040_f01.png","3458165"
"Stage2","Stage2Ablation","PKU37","pku_0040","pku_0040_f25","Stage2_Ablation_PKU37_pku_0040_pku_0040_f25_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0040_pku_0040_f25.png","3454640"
"Stage2","Stage2Ablation","PKU37","pku_0040","pku_0040_f41","Stage2_Ablation_PKU37_pku_0040_pku_0040_f41_E1current-E3current-E3b-E3bNoD2S.png","presentation_archive_20260901_131730\stage2_ablation\stage2_ablation_contact\pku_0040_pku_0040_f41.png","3456136"
